epoch,step,train_loss,val_loss
0,9,241.51698303222656,
0,18,,2677.003173828125
1,19,26285.294921875,
1,29,27.056896209716797,
1,37,,107.1828842163086
2,39,1056.4686279296875,
2,49,523.321044921875,
2,56,,236.27342224121094
3,59,155.6695556640625,
3,69,28.55738067626953,
3,75,,410.34014892578125
4,79,103.95783996582031,
4,89,60.620941162109375,
4,94,,70.55690002441406
5,99,13.711529731750488,
5,109,20.669025421142578,
5,113,,49.30398178100586
6,119,19.502538681030273,
6,129,6.809165954589844,
6,132,,31.92396354675293
7,139,15.7646484375,
7,149,16.750091552734375,
7,151,,25.413061141967773
8,159,22.738115310668945,
8,169,13.563946723937988,
8,170,,21.900087356567383
9,179,1.2990024089813232,
9,189,1.1049394607543945,
9,189,,19.349172592163086
10,199,11.942502975463867,
10,208,,17.24268341064453
11,209,3.4058547019958496,
11,219,1.559256672859192,
11,227,,15.309865951538086
12,229,23.003028869628906,
12,239,134.88905334472656,
12,246,,13.756935119628906
13,249,1.3513762950897217,
13,259,18.156753540039062,
13,265,,12.657966613769531
14,269,1.0562078952789307,
14,279,1.0466487407684326,
14,284,,11.439311981201172
15,289,2.5138187408447266,
15,299,1.1239529848098755,
15,303,,10.568314552307129
16,309,1.3330131769180298,
16,319,6.411684513092041,
16,322,,9.58761978149414
17,329,5.041177272796631,
17,339,6.468398094177246,
17,341,,9.278166770935059
18,349,1.0311977863311768,
18,359,1.7072747945785522,
18,360,,9.61291790008545
19,369,4.077300548553467,
19,379,9.238683700561523,
19,379,,7.566375255584717
20,389,3.6986823081970215,
20,398,,7.459289073944092
21,399,3.106602907180786,
21,409,80.3839340209961,
21,417,,8.384450912475586
22,419,1.076847791671753,
22,429,1.0177454948425293,
22,436,,7.183443546295166
23,439,3.994441509246826,
23,449,1.0152161121368408,
23,455,,6.23667049407959
24,459,4.0375823974609375,
24,469,1.0245203971862793,
24,474,,6.313108444213867
25,479,3.131981372833252,
25,489,12.733180046081543,
25,493,,5.619518280029297
26,499,4.873200416564941,
26,509,22.73752212524414,
26,512,,5.391017436981201
27,519,1.4723055362701416,
27,529,8.114686012268066,
27,531,,314.81097412109375
28,539,4119.81396484375,
28,549,117.4537353515625,
28,550,,327.5377502441406
29,559,3.6704912185668945,
29,569,2.6531882286071777,
29,569,,357.79351806640625
30,579,14.9299955368042,
30,588,,579.2012329101562
31,589,30.561847686767578,
31,599,21.59198570251465,
31,607,,313.4387512207031
32,609,154.13482666015625,
32,619,1.378105640411377,
32,626,,10.675016403198242
33,629,38.11091613769531,
33,639,9.826425552368164,
33,645,,178.01788330078125
34,649,1.4028360843658447,
34,659,123.21249389648438,
34,664,,891.26611328125
35,669,1.5034159421920776,
35,679,40.82558822631836,
35,683,,467.52313232421875
36,689,9.1090087890625,
36,699,1070.75439453125,
36,702,,1433.5123291015625
37,709,337.61883544921875,
37,719,1.5624271631240845,
37,721,,181.2779998779297
38,729,15.243570327758789,
38,739,795.9114990234375,
38,740,,28.134990692138672
39,749,15.690930366516113,
39,759,1.0283238887786865,
39,759,,7.428865909576416
40,769,1.5466556549072266,
40,778,,2.514362335205078
41,779,1.029527187347412,
41,789,1.016425609588623,
41,797,,2.358795404434204
42,799,2.407597064971924,
42,809,13.866031646728516,
42,816,,2.3565514087677
43,819,1.7218631505966187,
43,829,1.3486911058425903,
43,835,,2.1463911533355713
44,839,1.9590368270874023,
44,849,1.8130180835723877,
44,854,,2.0709242820739746
45,859,11.731710433959961,
45,869,1.0097941160202026,
45,873,,2.031643867492676
