epoch,step,train_loss,val_loss
0,9,18.15933609008789,
0,17,,5.631831169128418
1,19,4.187746047973633,
1,29,3.733128547668457,
1,35,,3.993943929672241
2,39,3.4496209621429443,
2,49,2.74507999420166,
2,53,,2.0160038471221924
3,59,1.5980782508850098,
3,69,1.8656498193740845,
3,71,,1.4044629335403442
4,79,1.489072561264038,
4,89,1.2676957845687866,
4,89,,1.1927489042282104
5,99,1.1195396184921265,
5,107,,1.0370184183120728
6,109,1.2777788639068604,
6,119,1.0137343406677246,
6,125,,0.9439091682434082
7,129,1.0249987840652466,
7,139,0.9334565997123718,
7,143,,0.8743674159049988
8,149,0.91195148229599,
8,159,0.8615177869796753,
8,161,,0.823348343372345
9,169,0.883648157119751,
9,179,0.8566616177558899,
9,179,,0.7811681628227234
10,189,0.8345049619674683,
10,197,,0.7505539655685425
11,199,0.8099071979522705,
11,209,0.7596901655197144,
11,215,,0.7253444790840149
12,219,0.783195972442627,
12,229,0.7611979246139526,
12,233,,0.704551100730896
13,239,0.7135297060012817,
13,249,0.7455784678459167,
13,251,,0.6880728602409363
14,259,0.736922025680542,
14,269,0.7856108546257019,
14,269,,0.673585057258606
15,279,0.7441205382347107,
15,287,,0.6673664450645447
16,289,0.6736735105514526,
16,299,0.7078855037689209,
16,305,,0.655005156993866
17,309,0.6779850721359253,
17,319,0.6990969777107239,
17,323,,0.6425650715827942
18,329,0.6502082347869873,
18,339,0.6732383966445923,
18,341,,0.6443992853164673
19,349,0.6914775967597961,
19,359,0.6661270260810852,
19,359,,0.6296528577804565
20,369,0.5826754570007324,
20,377,,0.6224305033683777
21,379,0.6560484170913696,
21,389,0.678730845451355,
21,395,,0.6168584823608398
22,399,0.7301108837127686,
22,409,0.6445431709289551,
22,413,,0.6130462288856506
23,419,0.6589729189872742,
23,429,0.6262373328208923,
23,431,,0.613453209400177
24,439,0.6733899712562561,
24,449,0.6237341165542603,
24,449,,0.6060900092124939
25,459,0.6736570596694946,
25,467,,0.6038011908531189
26,469,0.6164624691009521,
26,479,0.6294746398925781,
26,485,,0.5983142256736755
27,489,0.6915500164031982,
27,499,0.6063145399093628,
27,503,,0.5978434681892395
28,509,0.6630774736404419,
28,519,0.6446235179901123,
28,521,,0.59357750415802
29,529,0.6986055374145508,
29,539,0.615168035030365,
29,539,,0.5910876989364624
30,549,0.6315557956695557,
30,557,,0.6086323261260986
31,559,0.5919686555862427,
31,569,0.6010047197341919,
31,575,,0.5904033184051514
32,579,0.5992072224617004,
32,589,0.6266628503799438,
32,593,,0.5997416377067566
