epoch,step,train_loss,val_loss
0,9,1.1812279224395752,
0,19,1.023026943206787,
0,29,1.0162267684936523,
0,36,,1.0230051279067993
1,39,1.0155613422393799,
1,49,1.0327367782592773,
1,59,1.0074131488800049,
1,69,1.0026347637176514,
1,73,,1.0084376335144043
2,79,1.0121246576309204,
2,89,1.0069650411605835,
2,99,1.0087721347808838,
2,109,1.0004360675811768,
2,110,,1.0043731927871704
3,119,1.0837926864624023,
3,129,1.014793872833252,
3,139,0.997712254524231,
3,147,,1.0021981000900269
4,149,0.991953432559967,
4,159,0.9984233975410461,
4,169,0.9991164207458496,
4,179,0.9986774921417236,
4,184,,1.0014253854751587
5,189,0.9910388588905334,
5,199,0.989503026008606,
5,209,0.9913160800933838,
5,219,0.9973777532577515,
5,221,,1.0203187465667725
6,229,0.9962395429611206,
6,239,0.9764888286590576,
6,249,0.9781382083892822,
6,258,,1.0165101289749146
7,259,0.9667683243751526,
7,269,1.0080958604812622,
7,279,1.0051159858703613,
7,289,0.971373438835144,
7,295,,0.9852129220962524
8,299,0.9587001800537109,
8,309,0.9564682245254517,
8,319,0.9456671476364136,
8,329,0.9193289875984192,
8,332,,0.9542315006256104
9,339,0.907190203666687,
9,349,0.9147471785545349,
9,359,0.8726326823234558,
9,369,0.8623433709144592,
9,369,,0.8630368709564209
10,379,0.8706329464912415,
10,389,0.8387539386749268,
10,399,0.8097931146621704,
10,406,,0.8294594883918762
11,409,0.728806734085083,
11,419,0.6932123899459839,
11,429,0.6451852321624756,
11,439,0.6873171329498291,
11,443,,0.7047874927520752
12,449,0.566119909286499,
12,459,0.5293668508529663,
12,469,0.702692449092865,
12,479,1.3860511779785156,
12,480,,0.9832160472869873
13,489,0.6207921504974365,
13,499,0.510576605796814,
13,509,0.6359696984291077,
13,517,,0.5290108919143677
14,519,0.47661539912223816,
14,529,0.45097899436950684,
14,539,0.41088736057281494,
14,549,0.36795762181282043,
14,554,,0.4131796658039093
15,559,0.33585411310195923,
15,569,0.3586777448654175,
15,579,0.34434011578559875,
15,589,0.34608519077301025,
15,591,,0.492317795753479
16,599,0.3651617765426636,
16,609,0.36075055599212646,
16,619,0.3581767976284027,
16,628,,0.3791889548301697
17,629,0.2764405608177185,
17,639,0.3026115298271179,
17,649,0.4091980755329132,
17,659,0.27577853202819824,
17,665,,0.31416529417037964
18,669,0.30219584703445435,
18,679,0.28794601559638977,
18,689,0.31463029980659485,
