epoch,step,train_loss,val_loss
0,9,4460.2412109375,
0,17,,1635.895263671875
1,19,2147.5400390625,
1,29,988.98876953125,
1,35,,498.3315734863281
2,39,439.8482666015625,
2,49,261.5815124511719,
2,53,,244.19198608398438
3,59,281.48956298828125,
3,69,83.34405517578125,
3,71,,169.61572265625
4,79,307.7314758300781,
4,89,84.891357421875,
4,89,,129.3627471923828
5,99,117.60851287841797,
5,107,,104.5830078125
6,109,86.7459716796875,
6,119,89.22972106933594,
6,125,,87.7774658203125
7,129,120.040771484375,
7,139,62.743892669677734,
7,143,,74.8204345703125
8,149,30.39934539794922,
8,159,137.3444061279297,
8,161,,65.68343353271484
9,169,24.42193603515625,
9,179,66.10043334960938,
9,179,,57.991973876953125
10,189,28.156368255615234,
10,197,,52.20681381225586
11,199,69.18972778320312,
11,209,25.128421783447266,
11,215,,46.758304595947266
12,219,23.36388397216797,
12,229,36.82929992675781,
12,233,,42.82472610473633
13,239,36.710609436035156,
13,249,35.13270568847656,
13,251,,39.430686950683594
14,259,12.147783279418945,
14,269,54.438026428222656,
14,269,,36.194297790527344
15,279,30.431262969970703,
15,287,,33.601348876953125
16,289,9.265334129333496,
16,299,48.444908142089844,
16,305,,31.343080520629883
17,309,39.535919189453125,
17,319,33.214900970458984,
17,323,,29.306934356689453
18,329,35.02789306640625,
18,339,13.556300163269043,
18,341,,27.55350112915039
19,349,22.769046783447266,
19,359,35.054134368896484,
19,359,,25.987342834472656
20,369,21.39352798461914,
20,377,,24.321352005004883
21,379,11.587162971496582,
21,389,12.058915138244629,
21,395,,23.222822189331055
22,399,30.272693634033203,
22,409,13.28072738647461,
22,413,,21.966920852661133
23,419,15.880958557128906,
23,429,21.10780906677246,
23,431,,20.958253860473633
24,439,11.547932624816895,
24,449,9.002142906188965,
24,449,,20.002365112304688
25,459,22.552108764648438,
25,467,,19.047698974609375
26,469,10.455004692077637,
26,479,11.038995742797852,
26,485,,18.28147315979004
27,489,16.9876766204834,
27,499,14.49612045288086,
27,503,,17.551799774169922
28,509,7.519189357757568,
28,519,20.53767204284668,
28,521,,16.87026596069336
29,529,11.47182846069336,
29,539,3.697978973388672,
29,539,,16.228012084960938
30,549,15.40585994720459,
30,557,,15.5755033493042
31,559,9.198186874389648,
31,569,15.25277042388916,
31,575,,14.94685173034668
32,579,5.41194486618042,
32,589,6.139394760131836,
32,593,,14.467134475708008
33,599,10.555977821350098,
33,609,19.955249786376953,
33,611,,13.926265716552734
34,619,7.210352897644043,
34,629,15.033644676208496,
34,629,,13.404468536376953
35,639,11.994800567626953,
35,647,,12.969481468200684
36,649,13.817081451416016,
36,659,9.886340141296387,
36,665,,12.574749946594238
37,669,2.660440444946289,
37,679,5.393276691436768,
37,683,,12.11790943145752
38,689,11.355372428894043,
38,699,7.973668575286865,
38,701,,11.742654800415039
39,709,3.5135717391967773,
39,719,6.9864821434021,
39,719,,11.47575855255127
40,729,7.736096382141113,
40,737,,10.999974250793457
41,739,3.842942237854004,
41,749,12.287120819091797,
41,755,,10.703417778015137
42,759,5.355963706970215,
42,769,7.829826354980469,
42,773,,10.410713195800781
43,779,12.383556365966797,
43,789,6.771800994873047,
43,791,,10.083625793457031
44,799,7.603789329528809,
44,809,3.549861192703247,
44,809,,9.931256294250488
45,819,8.908798217773438,
45,827,,9.569009780883789
46,829,4.888759613037109,
46,839,10.601025581359863,
46,845,,9.314037322998047
47,849,8.605636596679688,
47,859,10.01756477355957,
47,863,,9.14489459991455
48,869,5.768511772155762,
48,879,4.3912224769592285,
48,881,,8.810030937194824
49,889,9.296518325805664,
49,899,2.8764431476593018,
49,899,,8.625204086303711
50,909,2.215728282928467,
50,917,,8.460561752319336
51,919,4.479599952697754,
51,929,4.45694637298584,
51,935,,8.18078899383545
52,939,2.901455879211426,
52,949,10.315506935119629,
52,953,,7.978029727935791
53,959,3.7619502544403076,
53,969,3.804809808731079,
53,971,,7.786628723144531
54,979,5.944875717163086,
54,989,2.8057661056518555,
54,989,,7.622442245483398
55,999,4.515937805175781,
55,1007,,7.455200672149658
56,1009,1.948859453201294,
56,1019,2.457899570465088,
56,1025,,7.309213161468506
57,1029,5.371889114379883,
57,1039,3.1431422233581543,
57,1043,,7.12863826751709
58,1049,6.269733905792236,
58,1059,2.412402629852295,
58,1061,,6.93947172164917
59,1069,3.1761634349823,
59,1079,2.2529187202453613,
59,1079,,6.836395740509033
60,1089,3.364351749420166,
60,1097,,6.648354530334473
61,1099,2.1877918243408203,
61,1109,3.4357216358184814,
61,1115,,6.531122207641602
62,1119,3.3064780235290527,
62,1129,4.525738716125488,
62,1133,,6.43859338760376
63,1139,4.076457977294922,
63,1149,2.598383903503418,
63,1151,,6.266958236694336
64,1159,3.9077694416046143,
64,1169,4.8515167236328125,
64,1169,,6.128848552703857
65,1179,3.2292346954345703,
65,1187,,6.0257062911987305
66,1189,3.4294004440307617,
66,1199,3.0385215282440186,
66,1205,,5.908024787902832
67,1209,2.499511957168579,
67,1219,2.5392420291900635,
67,1223,,5.787426948547363
68,1229,3.9989376068115234,
68,1239,2.869331121444702,
68,1241,,5.683494567871094
69,1249,2.5217084884643555,
69,1259,1.6769132614135742,
69,1259,,5.549069881439209
70,1269,4.0480756759643555,
70,1277,,5.452013969421387
71,1279,4.726349353790283,
71,1289,4.767966270446777,
71,1295,,5.376772880554199
72,1299,5.309020042419434,
72,1309,3.9001669883728027,
72,1313,,5.271275997161865
73,1319,4.341884136199951,
73,1329,1.862487554550171,
73,1331,,5.169406414031982
74,1339,4.247699737548828,
74,1349,2.1043782234191895,
74,1349,,5.0991597175598145
75,1359,2.8724052906036377,
75,1367,,5.023508548736572
76,1369,4.95249080657959,
76,1379,3.5076394081115723,
76,1385,,4.944448471069336
77,1389,3.78786301612854,
77,1399,2.679422378540039,
77,1403,,4.883773326873779
78,1409,2.9552133083343506,
78,1419,2.727688789367676,
78,1421,,4.79105281829834
79,1429,2.3578567504882812,
79,1439,2.2726478576660156,
79,1439,,4.776549816131592
80,1449,2.797550678253174,
80,1457,,4.611611366271973
81,1459,2.911309003829956,
81,1469,3.3300867080688477,
81,1475,,4.607481002807617
82,1479,2.2308945655822754,
82,1489,3.334197521209717,
82,1493,,4.5419487953186035
83,1499,3.097508668899536,
83,1509,3.125925064086914,
83,1511,,4.401120662689209
84,1519,4.591405868530273,
84,1529,2.5384061336517334,
84,1529,,4.3186421394348145
85,1539,1.9932918548583984,
85,1547,,4.28827428817749
86,1549,2.516188144683838,
86,1559,3.259718894958496,
86,1565,,4.279172420501709
87,1569,3.040565252304077,
87,1579,2.3832032680511475,
87,1583,,4.1490302085876465
88,1589,3.9700002670288086,
88,1599,2.3577189445495605,
88,1601,,4.073243618011475
89,1609,3.457148551940918,
89,1619,3.987870931625366,
89,1619,,4.1244940757751465
