epoch,step,train_loss,val_loss
0,9,7.815678119659424,
0,17,,1.5559899806976318
1,19,0.971579372882843,
1,29,1.1340864896774292,
1,35,,1.1049754619598389
2,39,1.3355293273925781,
2,49,1.1249126195907593,
2,53,,1.0240955352783203
3,59,1.2608017921447754,
3,69,0.9506796598434448,
3,71,,1.0496678352355957
4,79,1.0813121795654297,
4,89,0.970192551612854,
4,89,,1.0141654014587402
5,99,1.0653188228607178,
5,107,,0.9884621500968933
6,109,1.0942285060882568,
6,119,0.9546117782592773,
6,125,,0.997096836566925
7,129,1.1291605234146118,
7,139,1.926302433013916,
7,143,,0.9786657094955444
8,149,1.0444145202636719,
8,159,0.9582780599594116,
8,161,,0.9648082256317139
9,169,1.0675489902496338,
9,179,1.1564215421676636,
9,179,,0.950401782989502
10,189,0.9975891709327698,
10,197,,0.9721726775169373
11,199,1.6801352500915527,
11,209,4.135187149047852,
11,215,,1.2362005710601807
12,219,1.0493395328521729,
12,229,0.9115142226219177,
12,233,,0.9688610434532166
13,239,0.9795804023742676,
13,249,2.1634418964385986,
13,251,,1.0596060752868652
14,259,2.9146947860717773,
14,269,0.9233924746513367,
14,269,,0.9940648078918457
15,279,0.9305835962295532,
15,287,,0.9584571123123169
16,289,1.1603243350982666,
16,299,0.9041666984558105,
16,305,,0.8916984796524048
17,309,0.9786359667778015,
17,319,1.0270030498504639,
17,323,,0.8813357353210449
18,329,0.9488496780395508,
18,339,0.9145188331604004,
18,341,,0.8735221028327942
19,349,0.8824611902236938,
19,359,0.8454138040542603,
19,359,,1.0056781768798828
20,369,2.765042304992676,
20,377,,1.6034895181655884
21,379,9.838261604309082,
21,389,2.0017080307006836,
21,395,,1.1650501489639282
22,399,1.026848316192627,
22,409,1.0931516885757446,
22,413,,2.320831060409546
23,419,1.6945104598999023,
23,429,1.623024344444275,
23,431,,1.9636180400848389
24,439,0.9065579175949097,
24,449,0.8483257293701172,
24,449,,2.166581869125366
25,459,0.8587296009063721,
25,467,,0.990428626537323
26,469,1.0336774587631226,
26,479,0.9968807697296143,
26,485,,0.8405589461326599
27,489,0.8198761940002441,
27,499,0.8097772598266602,
27,503,,0.8287429809570312
28,509,0.8582853674888611,
28,519,0.8151370286941528,
28,521,,0.8227898478507996
29,529,0.7913674116134644,
29,539,0.7738377451896667,
29,539,,0.8147666454315186
30,549,0.7808128595352173,
30,557,,0.8089015483856201
31,559,0.7703519463539124,
31,569,0.8496407270431519,
31,575,,0.8030045628547668
32,579,0.8071699142456055,
32,589,0.7472902536392212,
32,593,,0.7977003455162048
33,599,0.7303217649459839,
33,609,0.7259910702705383,
33,611,,0.7945572733879089
34,619,0.7785532474517822,
34,629,0.741672694683075,
34,629,,0.7888766527175903
35,639,0.7757537364959717,
35,647,,0.7834652066230774
36,649,0.8108452558517456,
36,659,0.7831606268882751,
36,665,,0.7792657017707825
37,669,0.797633945941925,
37,679,0.7090909481048584,
37,683,,0.7744157910346985
38,689,0.7292245030403137,
38,699,0.7389925122261047,
38,701,,0.77073734998703
39,709,0.7565580010414124,
39,719,0.8765197992324829,
39,719,,0.7654095888137817
40,729,0.7349774837493896,
40,737,,0.7620317935943604
41,739,0.7786675095558167,
41,749,0.764742910861969,
41,755,,0.7895197868347168
42,759,0.794670820236206,
42,769,0.7615169286727905,
42,773,,0.7535340189933777
43,779,0.7561869025230408,
43,789,0.7951722145080566,
43,791,,0.7454521656036377
44,799,0.772173285484314,
44,809,0.7186571955680847,
44,809,,0.7415562272071838
45,819,0.7383416891098022,
45,827,,0.73360675573349
46,829,0.7324988842010498,
46,839,0.660163164138794,
46,845,,0.727058470249176
47,849,0.7399185299873352,
47,859,0.7189775705337524,
47,863,,0.7230265140533447
48,869,0.8436807990074158,
48,879,0.6792564988136292,
48,881,,0.7129791975021362
49,889,0.7413137555122375,
49,899,0.6836894750595093,
49,899,,0.7021252512931824
50,909,0.7345238327980042,
50,917,,0.6925675272941589
51,919,0.6943565607070923,
51,929,0.6112489104270935,
51,935,,0.6802802681922913
52,939,0.6733283996582031,
52,949,0.6063268184661865,
52,953,,0.6667901873588562
53,959,0.6851087212562561,
53,969,0.5706665515899658,
53,971,,0.6507324576377869
54,979,0.7033293843269348,
54,989,0.6559708118438721,
54,989,,0.6347829103469849
55,999,0.615576982498169,
55,1007,,0.6175389885902405
56,1009,0.5377575159072876,
56,1019,0.6562501192092896,
56,1025,,0.5970085263252258
57,1029,0.6033568978309631,
57,1039,0.7131733894348145,
57,1043,,0.6029052138328552
58,1049,0.5757988095283508,
58,1059,0.5277413129806519,
58,1061,,0.5590694546699524
59,1069,0.5018849968910217,
59,1079,0.6016551852226257,
59,1079,,0.537560224533081
60,1089,0.5297711491584778,
60,1097,,0.5176519155502319
61,1099,0.5052322149276733,
61,1109,0.4732140898704529,
61,1115,,0.49739986658096313
62,1119,0.454651802778244,
62,1129,0.4469965398311615,
62,1133,,0.5152742266654968
63,1139,0.5267549753189087,
63,1149,0.43176567554473877,
63,1151,,0.6772614121437073
64,1159,5.0617218017578125,
64,1169,0.5052353739738464,
64,1169,,0.6893348097801208
65,1179,1.0745728015899658,
65,1187,,2.6557111740112305
66,1189,4.90036153793335,
66,1199,1.3245710134506226,
66,1205,,0.8968068361282349
67,1209,2.1011722087860107,
67,1219,4.418222427368164,
67,1223,,2.9361839294433594
68,1229,1.6824815273284912,
68,1239,1.711402177810669,
68,1241,,2.713700532913208
69,1249,16.667652130126953,
69,1259,1.7053660154342651,
69,1259,,1.8129191398620605
70,1269,4.595920085906982,
70,1277,,4.439040660858154
71,1279,23.254562377929688,
71,1289,0.7823473215103149,
71,1295,,0.9340459704399109
72,1299,1.3306394815444946,
72,1309,1.5161659717559814,
72,1313,,0.7433130145072937
73,1319,0.7211968898773193,
73,1329,0.7615295052528381,
73,1331,,0.7536773681640625
74,1339,0.7632033824920654,
74,1349,0.6680370569229126,
74,1349,,0.7479655742645264
75,1359,0.7473896145820618,
75,1367,,0.7398748993873596
76,1369,0.7536376714706421,
76,1379,0.7289035320281982,
76,1385,,0.6977245807647705
77,1389,0.6694123148918152,
77,1399,0.6745879054069519,
77,1403,,0.6877650022506714
78,1409,0.7052828073501587,
78,1419,0.7044981718063354,
78,1421,,0.6735770106315613
79,1429,0.7008359432220459,
79,1439,0.6961891055107117,
79,1439,,0.66486656665802
80,1449,0.6722644567489624,
80,1457,,0.6543322801589966
81,1459,0.6244139075279236,
81,1469,0.6278259754180908,
81,1475,,0.645121693611145
82,1479,0.5943024158477783,
82,1489,0.6132920980453491,
82,1493,,0.6365947127342224
83,1499,0.6228916645050049,
83,1509,0.6163159608840942,
83,1511,,0.627238929271698
84,1519,0.5700221061706543,
84,1529,0.5656125545501709,
84,1529,,0.6175087690353394
85,1539,0.6145775318145752,
85,1547,,0.6070189476013184
86,1549,0.6552798748016357,
86,1559,0.614585816860199,
86,1565,,0.5975047945976257
87,1569,0.5886591076850891,
87,1579,0.5710273385047913,
87,1583,,0.5883299112319946
88,1589,0.5819684267044067,
88,1599,0.5298224687576294,
88,1601,,0.5801036357879639
89,1609,0.575714111328125,
89,1619,0.6221150755882263,
89,1619,,0.5662394165992737
90,1629,0.4829150438308716,
90,1637,,0.5551518797874451
91,1639,0.487548828125,
91,1649,0.5573962926864624,
91,1655,,0.5446446537971497
92,1659,0.539115309715271,
92,1669,0.5032877922058105,
92,1673,,0.5327450633049011
93,1679,0.5887256860733032,
93,1689,0.46285685896873474,
93,1691,,0.5221176743507385
94,1699,0.5326146483421326,
94,1709,0.5395157337188721,
94,1709,,0.5106567740440369
95,1719,0.42504000663757324,
95,1727,,0.49927636981010437
96,1729,0.4783511161804199,
96,1739,0.4587252140045166,
96,1745,,0.4886477589607239
97,1749,0.4348066449165344,
97,1759,0.46521347761154175,
97,1763,,0.47722962498664856
98,1769,0.4645519554615021,
98,1779,0.5439379811286926,
98,1781,,0.46718886494636536
99,1789,0.4863335192203522,
99,1799,0.3974178731441498,
99,1799,,0.4573642313480377
100,1809,0.4257729649543762,
100,1817,,0.44740453362464905
101,1819,0.4263288378715515,
101,1829,0.4149070382118225,
101,1835,,0.43627190589904785
102,1839,0.3998122811317444,
102,1849,0.44088831543922424,
102,1853,,0.43016737699508667
103,1859,0.40299883484840393,
103,1869,0.4544331729412079,
103,1871,,0.41937264800071716
104,1879,0.4822033941745758,
104,1889,0.3830791115760803,
104,1889,,0.4117239713668823
105,1899,0.34193140268325806,
105,1907,,0.4029649496078491
106,1909,0.3586058020591736,
106,1919,0.41351836919784546,
106,1925,,0.3943444788455963
107,1929,0.367231547832489,
107,1939,0.3400007486343384,
107,1943,,0.3889501094818115
108,1949,0.389168918132782,
108,1959,0.3416765332221985,
108,1961,,0.3832974433898926
109,1969,0.3822465240955353,
109,1979,0.3525787889957428,
109,1979,,0.3771255612373352
110,1989,0.4477253556251526,
110,1997,,0.3660079538822174
111,1999,0.34656673669815063,
111,2009,0.3253974914550781,
111,2015,,0.36046984791755676
112,2019,0.36669492721557617,
112,2029,0.3136470913887024,
112,2033,,0.35354891419410706
113,2039,0.3375103771686554,
113,2049,0.3375135660171509,
113,2051,,0.3482586443424225
114,2059,0.3051426112651825,
114,2069,0.28195396065711975,
114,2069,,0.3475421369075775
115,2079,0.330944299697876,
115,2087,,0.3354951739311218
116,2089,0.304496169090271,
116,2099,0.31022506952285767,
116,2105,,0.3297443985939026
117,2109,0.3575470447540283,
117,2119,0.3279697895050049,
117,2123,,0.32341548800468445
118,2129,0.2920193076133728,
118,2139,0.32944172620773315,
118,2141,,0.31789305806159973
119,2149,0.27818793058395386,
119,2159,0.2557797431945801,
119,2159,,0.31416839361190796
120,2169,0.25029295682907104,
120,2177,,0.30727994441986084
121,2179,0.2535881996154785,
121,2189,0.25993019342422485,
121,2195,,0.30251404643058777
122,2199,0.25813108682632446,
122,2209,0.28017133474349976,
122,2213,,0.2995007336139679
123,2219,0.2868131995201111,
123,2229,0.3162928819656372,
123,2231,,0.2943013906478882
124,2239,0.2616503834724426,
124,2249,0.30903011560440063,
124,2249,,0.2879546284675598
125,2259,0.2903493642807007,
125,2267,,0.28240981698036194
126,2269,0.29393815994262695,
126,2279,0.3414449095726013,
126,2285,,0.278453528881073
127,2289,0.24550722539424896,
127,2299,0.3140783905982971,
127,2303,,0.2751784324645996
128,2309,0.3386682868003845,
128,2319,0.2748796343803406,
128,2321,,0.2746720314025879
129,2329,0.2622918486595154,
129,2339,0.20481161773204803,
129,2339,,0.2662163972854614
130,2349,0.3523472547531128,
130,2357,,0.26879623532295227
131,2359,0.23906660079956055,
131,2369,0.23570026457309723,
131,2375,,0.26861193776130676
132,2379,0.22282688319683075,
132,2389,0.2847311496734619,
132,2393,,0.2554532289505005
133,2399,0.2228090763092041,
133,2409,0.22104810178279877,
133,2411,,0.25302159786224365
134,2419,0.24949771165847778,
134,2429,0.2177402526140213,
134,2429,,0.25250139832496643
135,2439,0.22768548130989075,
135,2447,,0.24598746001720428
136,2449,0.23888593912124634,
136,2459,0.23634099960327148,
136,2465,,0.24142687022686005
137,2469,0.19384923577308655,
137,2479,0.2712324261665344,
137,2483,,0.23631253838539124
138,2489,0.2574782371520996,
138,2499,0.18616420030593872,
138,2501,,0.23247776925563812
139,2509,0.21694479882717133,
139,2519,0.21908609569072723,
139,2519,,0.2829243242740631
140,2529,0.43889760971069336,
140,2537,,0.24445220828056335
141,2539,0.23424607515335083,
141,2549,0.19710975885391235,
141,2555,,0.23111459612846375
142,2559,0.20639364421367645,
142,2569,0.25360631942749023,
142,2573,,0.22737744450569153
143,2579,0.18728798627853394,
143,2589,0.2467385083436966,
143,2591,,0.220913365483284
144,2599,0.18367794156074524,
144,2609,0.21873119473457336,
144,2609,,0.21661384403705597
145,2619,0.19394856691360474,
145,2627,,0.21356648206710815
146,2629,0.33656302094459534,
146,2639,0.18099093437194824,
146,2645,,0.2102327197790146
147,2649,0.17707347869873047,
147,2659,0.17938904464244843,
147,2663,,0.21714024245738983
148,2669,0.24342793226242065,
148,2679,0.25596383213996887,
148,2681,,0.20487332344055176
149,2689,0.19112905859947205,
149,2699,0.20892730355262756,
149,2699,,0.20249208807945251
150,2709,0.19589948654174805,
150,2717,,0.20020833611488342
151,2719,0.17183195054531097,
151,2729,0.20148159563541412,
151,2735,,0.19861315190792084
152,2739,0.18879254162311554,
152,2749,0.16985906660556793,
152,2753,,0.19608542323112488
153,2759,0.1771245151758194,
153,2769,0.17753466963768005,
153,2771,,0.1923595815896988
154,2779,0.15146823227405548,
154,2789,0.17860402166843414,
154,2789,,0.20358231663703918
155,2799,0.19365856051445007,
155,2807,,0.18719111382961273
156,2809,0.1502683013677597,
156,2819,0.14574652910232544,
156,2825,,0.1846887469291687
157,2829,0.14956499636173248,
157,2839,0.19233053922653198,
157,2843,,0.18389056622982025
158,2849,0.18417590856552124,
158,2859,0.18513178825378418,
158,2861,,0.18251138925552368
159,2869,0.1824294626712799,
159,2879,0.1613176316022873,
159,2879,,0.1789923757314682
160,2889,0.13235998153686523,
160,2897,,0.17788280546665192
161,2899,0.14261625707149506,
161,2909,0.22782111167907715,
161,2915,,0.17581793665885925
162,2919,0.18007944524288177,
162,2929,0.15638874471187592,
162,2933,,0.17295557260513306
163,2939,0.15994897484779358,
163,2949,0.1439519077539444,
163,2951,,0.17491774260997772
164,2959,0.1970188468694687,
164,2969,0.13056914508342743,
164,2969,,0.170241579413414
165,2979,0.14309966564178467,
165,2987,,0.16877250373363495
166,2989,0.1448240876197815,
