epoch,step,train_loss,val_loss
0,9,1.093832015991211,
0,17,,0.9534943103790283
1,19,0.915245771408081,
1,29,0.8903440237045288,
1,35,,0.8951177597045898
2,39,0.8432074785232544,
2,49,0.7927114963531494,
2,53,,0.8450520038604736
3,59,0.7538007497787476,
3,69,0.7148867845535278,
3,71,,0.7926486134529114
4,79,0.7286620736122131,
4,89,0.6782754063606262,
4,89,,0.7143828868865967
5,99,0.6206424832344055,
5,107,,0.6107938885688782
6,109,0.5421676635742188,
6,119,0.49514180421829224,
6,125,,0.511972188949585
7,129,0.45048758387565613,
7,139,0.4420873522758484,
7,143,,0.45554640889167786
8,149,0.4714965522289276,
8,159,0.41146355867385864,
8,161,,0.4182036519050598
9,169,0.34141337871551514,
9,179,0.3463275134563446,
9,179,,0.3839470446109772
10,189,0.33340027928352356,
10,197,,0.3457624912261963
11,199,0.2936198115348816,
11,209,0.3879523277282715,
11,215,,0.3717356324195862
12,219,0.35606688261032104,
12,229,0.29239049553871155,
12,233,,0.2795197367668152
13,239,0.2462061196565628,
13,249,0.24704928696155548,
13,251,,0.2645615339279175
14,259,0.22383148968219757,
14,269,0.23445935547351837,
14,269,,0.2459772378206253
15,279,0.2478371560573578,
15,287,,0.22702737152576447
16,289,0.21897870302200317,
16,299,0.21542440354824066,
16,305,,0.213772252202034
17,309,0.19330337643623352,
17,319,0.20092462003231049,
17,323,,0.21238675713539124
18,329,0.1851882040500641,
18,339,0.17574328184127808,
18,341,,0.1978674679994583
19,349,0.16241121292114258,
19,359,0.17803573608398438,
19,359,,0.19142252206802368
20,369,0.17235812544822693,
20,377,,0.2009754180908203
21,379,0.157323956489563,
21,389,0.17297810316085815,
21,395,,0.18295994400978088
22,399,0.17507389187812805,
22,409,0.1501387357711792,
22,413,,0.18011754751205444
23,419,0.1705777645111084,
23,429,0.1563948541879654,
23,431,,0.17331549525260925
24,439,0.16004961729049683,
24,449,0.15058855712413788,
24,449,,0.17203298211097717
25,459,0.15386880934238434,
25,467,,0.1659795194864273
26,469,0.14152371883392334,
26,479,0.1521281749010086,
26,485,,0.1598208248615265
27,489,0.13367819786071777,
27,499,0.1350167691707611,
27,503,,0.1557735949754715
28,509,0.13997969031333923,
28,519,0.16064153611660004,
28,521,,0.19637738168239594
29,529,0.2092728316783905,
29,539,0.15278179943561554,
29,539,,0.16988970339298248
